"resource_id","category_id"
"38905122","5584"
"38907099","5584"
"38904828","5584"
"38904641","5584"
"38904641","6004"
"38906796","5584"
"38906796","5585"
"38906589","5584"
"38906589","5585"
"38907153","5584"
"38907153","5585"
"38904796","5584"
"38905288","5584"
"38904038","5584"
"38906136","5584"
"38904245","5584"
"38905348","5584"
"38905131","5584"
"38903365","5584"
"38905482","5584"
"38904788","5584"
"38905424","5584"
"38906316","5584"
"38906319","5584"
"38905862","5585"
"56095928","5585"
"38907228","5585"
"38907228","5661"
"38904272","5585"
"38907182","5585"
"38903826","5588"
"38905961","5588"
"38905352","5588"
"38904324","5590"
"38904324","5562"
"38904324","5563"
"38904324","5564"
"38903442","5590"
"38903442","5562"
"38903442","5563"
"38903442","5564"
"38903953","5590"
"38903953","5562"
"38903953","5563"
"38903953","5564"
"38905362","5590"
"38905362","5562"
"38905362","5563"
"38905362","5564"
"38905362","5650"
"38906656","5590"
"38906656","5562"
"38906656","5563"
"38906656","5564"
"38906792","5590"
"38904017","5590"
"38903938","5590"
"38906904","6006"
"38906904","5562"
"38906904","5563"
"38906904","5564"
"52143061","6006"
"38906286","6006"
"38906238","6006"
"38905875","5561"
"38904239","5561"
"38904239","5562"
"38904239","5563"
"38904239","5564"
"38904239","6004"
"38904019","5561"
"38904972","5561"
"38903828","5561"
"38903828","5562"
"38903828","5563"
"38903828","5564"
"57667891","5561"
"38905118","5562"
"38905118","5563"
"38905118","5564"
"38905118","5609"
"38903801","5562"
"38903801","5563"
"38903801","5564"
"38905841","5562"
"38905841","5563"
"38905841","5564"
"38904501","5562"
"38904501","5563"
"38904501","5564"
"38905072","5562"
"38905072","5563"
"38905072","5564"
"38907241","5562"
"38907241","5563"
"38907241","5564"
"38905535","5562"
"38905535","5563"
"38905535","5564"
"38904719","5562"
"38904719","5563"
"38904719","5564"
"53108011","5562"
"53108011","5563"
"53108011","5564"
"38907129","5562"
"38907129","5563"
"38907129","5564"
"38903923","5562"
"38903923","5563"
"38903923","5564"
"38905074","5562"
"38905074","5563"
"38905074","5564"
"38907243","5562"
"38907243","5563"
"38907243","5564"
"42388506","5562"
"42388506","5563"
"42388506","5564"
"38904861","5562"
"38904861","5563"
"38904861","5564"
"38907245","5562"
"38907245","5563"
"38907245","5564"
"38903702","5562"
"38903702","5563"
"38903702","5564"
"38905954","5562"
"38905954","5563"
"38905954","5564"
"38903856","5562"
"38903856","5563"
"38903856","5564"
"38903856","5631"
"38903720","5562"
"38903720","5563"
"38903720","5564"
"38906368","5562"
"38906368","5563"
"38906368","5564"
"38906948","5562"
"38906948","5563"
"38906948","5564"
"38905536","5562"
"38905536","5563"
"38905536","5564"
"38907272","5562"
"38907272","5563"
"38907272","5564"
"38903643","5562"
"38903643","5563"
"38903643","5564"
"38903920","5562"
"38903920","5563"
"38903920","5564"
"38904671","5591"
"38904671","5643"
"47103135","5591"
"38905777","5591"
"38906654","5591"
"38905515","5592"
"38905059","5592"
"38903817","5592"
"38903817","5594"
"38903817","5610"
"38905768","5593"
"38904291","5594"
"38906729","5594"
"38906729","5648"
"38907235","5594"
"38904838","5594"
"38904021","5594"
"38904840","5594"
"38905450","5595"
"38905450","5597"
"45133593","5596"
"38903512","5597"
"38904531","5597"
"38905446","5597"
"38903704","5597"
"38904881","5597"
"38905625","5598"
"38905626","5598"
"38904462","5598"
"38904251","5598"
"38904251","5603"
"38904251","5604"
"38905289","5598"
"38905774","5598"
"38905774","5604"
"38905389","5599"
"38905387","5599"
"38904988","5599"
"38904988","5600"
"38904988","5601"
"48003700","5600"
"48003700","5601"
"48003700","5603"
"48003700","5604"
"48003700","5607"
"38907237","5600"
"38906775","5600"
"38907108","5600"
"38906107","5600"
"38906105","5600"
"38905741","5600"
"38905741","5605"
"66426291","5600"
"38906963","5601"
"38906963","5604"
"38906586","5601"
"38905750","5601"
"38907169","5601"
"38906537","5601"
"38903653","5601"
"38905020","5601"
"38905025","5601"
"46512927","5601"
"38904882","5601"
"38906868","5601"
"38904495","5601"
"49922595","5601"
"38903529","5601"
"38903593","5601"
"38903593","5610"
"38903574","5601"
"38907092","5601"
"38907176","5601"
"38906880","5602"
"38904673","5602"
"38904673","5604"
"38905650","5602"
"38905257","5602"
"38904254","5602"
"38904254","5604"
"38904919","5602"
"38904919","5604"
"38904255","5602"
"38905041","5602"
"38905041","5604"
"38906617","5602"
"38906617","5603"
"38906617","5604"
"38904261","5602"
"38904451","5602"
"38904451","5603"
"38904451","5604"
"38905630","5602"
"38905630","5603"
"38905630","5604"
"38906776","5602"
"38906776","5603"
"38906776","5604"
"67508015","5604"
"67407381","5604"
"67507660","5604"
"67508049","5604"
"67934304","5604"
"57209638","5604"
"67507217","5604"
"38906288","5604"
"38906123","5604"
"38905953","5604"
"38906879","5605"
"38904986","5605"
"38905538","5606"
"38905776","5606"
"38905647","5607"
"38905653","5607"
"38905653","5644"
"38905297","5607"
"38905297","5644"
"38905297","5645"
"38903415","5608"
"38904774","5608"
"38904774","5609"
"38904774","5610"
"38904721","5608"
"38904721","5609"
"38904773","5608"
"38904772","5608"
"38904772","5609"
"38905130","5608"
"38905130","5609"
"38905130","5610"
"38904926","5608"
"65207097","5608"
"65207097","5610"
"38905743","5608"
"38905743","5610"
"38905591","5608"
"38906374","5608"
"38906374","5609"
"38906374","5610"
"38906700","5608"
"38906700","5609"
"38906700","5610"
"65267911","5608"
"65267911","5609"
"65267911","5611"
"38905619","5608"
"38905619","5610"
"38903966","5608"
"38903966","5609"
"38903966","5610"
"38904770","5608"
"38904770","5609"
"38904770","5610"
"38904221","5608"
"38904221","5610"
"38906217","5609"
"38906676","5609"
"38906676","5611"
"38906841","5609"
"38903523","5609"
"38903523","5648"
"38903523","5655"
"38903523","6004"
"38906382","5609"
"38905901","5609"
"55306438","5609"
"38903951","5609"
"41739498","5609"
"38903824","5609"
"38903824","5610"
"38905299","5609"
"38905110","5609"
"38905110","5610"
"50465452","5609"
"66333826","5609"
"38907212","5609"
"38907212","5611"
"38904423","5609"
"38906276","5609"
"38905323","5609"
"38905323","5610"
"38903610","5609"
"38904868","5609"
"38904701","5609"
"38904169","5609"
"38905832","5609"
"38907240","5609"
"38906125","5609"
"38905114","5609"
"38903976","5609"
"38903976","5614"
"38906624","5609"
"38906624","5611"
"38903530","5609"
"38903530","5610"
"38904002","5609"
"38904002","5611"
"38904002","5648"
"38904002","6004"
"38904088","5609"
"38903846","5609"
"38903846","5610"
"38905088","5609"
"38905088","5611"
"38904016","5609"
"38903648","5609"
"38903648","5610"
"38903648","5630"
"38905471","5609"
"38906659","5609"
"38906659","5611"
"38905598","5610"
"38906750","5610"
"66409743","5610"
"38903369","5610"
"38905880","5610"
"38907264","5610"
"38903941","5610"
"38903978","5610"
"62556355","5610"
"38904350","5610"
"38906661","5610"
"38905012","5610"
"38904082","5611"
"38904099","5611"
"38906623","5611"
"38904794","5611"
"38905062","5611"
"38904732","5611"
"38904732","5612"
"38904887","5611"
"38903883","5611"
"38906815","5611"
"38907101","5612"
"38907101","6003"
"67779199","5612"
"59008096","5612"
"59008117","5612"
"67934286","5612"
"68509118","5612"
"67475901","5612"
"38904723","5612"
"56364033","5612"
"38904464","5612"
"38905628","5612"
"38905623","5612"
"68311798","5612"
"38905833","5612"
"38906274","5612"
"38906998","5612"
"38906998","5622"
"38905124","5612"
"69270879","5612"
"38906642","5613"
"38904766","5613"
"38904437","5613"
"38905028","5613"
"38905815","5613"
"38905781","5613"
"38904360","5613"
"38903731","5613"
"38903622","5613"
"38903733","5613"
"38905139","5614"
"38906479","5614"
"38904045","5614"
"38907056","5614"
"38903680","5614"
"38906370","5614"
"38906380","5614"
"38904030","5616"
"38904030","5668"
"38904129","5616"
"38906637","5616"
"38905259","5616"
"38904958","5616"
"38904124","5616"
"38904034","5616"
"38904364","5616"
"38904398","5616"
"38906850","5620"
"38905044","5621"
"38905044","5622"
"38905044","5624"
"38905044","5625"
"38905044","5628"
"38905044","5630"
"69355667","5622"
"38905636","5622"
"38906180","5622"
"38906180","5625"
"38903855","5623"
"38905548","5626"
"38905548","5630"
"38903854","5626"
"38906117","5628"
"38906117","5629"
"38906235","5628"
"38907278","5630"
"54741439","5630"
"59799413","5630"
"38906823","5630"
"38906679","5630"
"38906723","5631"
"56482150","5631"
"38907210","5633"
"55503688","5634"
"38905773","5636"
"38905292","5637"
"38905292","5638"
"38904508","5638"
"38903447","5638"
"38907117","5638"
"38906210","5638"
"38903802","5638"
"38905359","5638"
"38903800","5638"
"38904519","5638"
"38904522","5638"
"38905036","5638"
"38905036","5646"
"38904506","5638"
"38904405","5638"
"38904523","5638"
"38907115","5638"
"38905215","5638"
"38905215","5646"
"38905121","5638"
"38905147","5638"
"38904795","5638"
"38904795","5664"
"38904795","5667"
"38904634","5638"
"38903931","5638"
"38905277","5638"
"38903579","5638"
"38903579","5646"
"38904504","5638"
"38904893","5638"
"38904893","5646"
"38904744","5638"
"38905201","5638"
"38904266","5638"
"38904266","5646"
"38904266","5664"
"38904266","5667"
"38905315","5638"
"38905152","5638"
"38904970","5638"
"38905294","5639"
"38905418","5639"
"38907128","5641"
"38905047","5641"
"38906737","5641"
"38904789","5641"
"38904789","5665"
"38906809","5642"
"38905775","5644"
"38905016","5644"
"42116498","5644"
"38904119","5645"
"38904201","5646"
"38904201","5655"
"38903627","5646"
"38905089","5646"
"38905089","5655"
"38904924","5646"
"38905316","5646"
"64118657","5646"
"38904479","5646"
"38904745","5646"
"38906684","5646"
"38904470","5647"
"38903844","5647"
"38905836","5647"
"38903831","5648"
"38903831","5655"
"38907205","5648"
"38903788","5648"
"38903528","5648"
"38905079","5649"
"38905079","6003"
"38904329","5649"
"38904329","6003"
"38906931","5651"
"38906931","5652"
"38904163","5651"
"38904163","5654"
"38906482","5652"
"38904174","5653"
"38905900","5653"
"38903383","5653"
"38903383","5656"
"38903385","5653"
"38903385","5656"
"38903385","5658"
"38903694","5653"
"38903694","5656"
"38903694","5658"
"38906280","5653"
"38904345","5654"
"38904345","5656"
"38904642","5655"
"38904942","5655"
"38904942","5669"
"38906167","5655"
"38905085","5655"
"38904014","5655"
"64118644","5655"
"38905840","5655"
"38903544","5655"
"38906651","5655"
"38903798","5655"
"38904517","5655"
"38903546","5656"
"38906312","5656"
"38904127","5656"
"38903732","5656"
"38906292","5656"
"38904963","5656"
"38907090","5656"
"38905893","5656"
"38906291","5656"
"38903466","5656"
"38904338","5656"
"38904338","5657"
"38904444","5656"
"38905672","5656"
"38905672","5660"
"38905702","5656"
"38905702","5660"
"38906310","5656"
"38906966","5656"
"38906966","5658"
"38904339","5656"
"38904808","5657"
"38903541","5658"
"38906616","5658"
"38906673","5658"
"38904420","5660"
"38904420","5664"
"38904420","5667"
"68311390","5660"
"38904425","5660"
"38906509","5660"
"38906526","5660"
"38906814","5660"
"38905852","5660"
"38905852","5664"
"38905852","5667"
"38903545","5661"
"38904126","5661"
"38903967","5661"
"38903556","5662"
"38903937","5662"
"38903614","5662"
"38904278","5663"
"38905018","5663"
"38905602","5663"
"38903591","5663"
"38903427","5664"
"38903427","5667"
"38907155","5664"
"38907155","5667"
"38907155","6004"
"38904764","5664"
"38904764","5667"
"38904186","5664"
"38904186","5667"
"38905334","5664"
"38905334","5667"
"38903366","5664"
"38903366","5667"
"38903366","6004"
"38906924","5664"
"38906924","5667"
"38905223","5664"
"38905223","5667"
"38903806","5664"
"38903806","5667"
"38903857","5664"
"38903857","5667"
"38903474","5664"
"38903474","5667"
"38903463","5664"
"38903463","5667"
"38905015","5664"
"38905015","5667"
"38905273","5664"
"38905273","5667"
"38905870","5664"
"38905870","5667"
"38904432","5664"
"38904432","5667"
"38905281","5664"
"38905281","5667"
"38904205","5664"
"38904205","5667"
"38905813","5664"
"38905813","5667"
"38905858","5664"
"38905858","5667"
"38907197","5664"
"38907197","5667"
"38904803","5664"
"38904803","5667"
"38904421","5664"
"38904421","5667"
"38903500","5664"
"38903500","5667"
"38903805","5664"
"38903805","5667"
"38904529","5664"
"38904529","5667"
"38906922","5664"
"38906922","5667"
"38905278","5664"
"38905278","5667"
"41978838","5664"
"41978838","5667"
"38905851","5664"
"38905851","5667"
"38905001","5664"
"38905001","5667"
"38905829","5664"
"38905829","5667"
"38904370","5664"
"38904370","5667"
"38905172","5664"
"38905172","5667"
"38905370","5664"
"38905370","5667"
"38906583","5664"
"38906583","5667"
"38907051","5664"
"38907051","5667"
"38905224","5664"
"38905224","5667"
"38905082","5664"
"38905082","5667"
"38904366","5664"
"38904366","5667"
"38904968","5664"
"38904813","5664"
"38904080","5665"
"38903590","5665"
"38903526","5665"
"38903657","5665"
"38907274","5665"
"38903946","5665"
"38903549","5665"
"38903833","5665"
"38904131","5665"
"38905510","5665"
"38904537","5665"
"38903914","5665"
"38904094","5665"
"38903658","5665"
"38905423","5665"
"38903889","5667"
"38905341","5667"
"38905342","5667"
"38903620","5667"
"38905339","5667"
"38906842","5668"
"38903977","5668"
"38906248","5668"
"38904301","5670"
"38905186","5670"
"38905473","5670"
"38903417","5671"
"38904438","6003"
"38906834","6003"
"38904031","6003"
"38905010","6003"
