38907275			37.81018, -122.269073	,				
38903543	37.835713	-122.263515	37.835713, -122.263515					
38906328	37.526811	-121.964908	37.526811, -121.964908					
38903508	37.81018	-122.269073	37.81018, -122.269073					
38903859	37.869201	-122.256421	0, -90	37.869201, -122.256421				
38905176	37.778403	-122.216989	37.778403, -122.216989					
38904456	37.80294	-122.20632	37.80294, -122.20632					
38903810	37.762734	-122.157057	37.762734, -122.157057					
38905929								
38907114	37.720538	-122.156804	37.720538, -122.156804					
38904075	37.863769	-122.274686	37.863769, -122.274686					
38906703	37.778403	-122.216989	37.778403, -122.216989					
38904072	37.685314	-121.894812	37.685314, -121.894812					
38903381	37.685314	-121.894812	37.685314, -121.894812					
38903875	37.868479	-122.298324	37.868479, -122.298324					
38904651	37.806984	-122.286229	37.806984, -122.286229					
38905167	37.703439	-122.12448	37.703439, -122.12448					
38903886			37.87161, -122.27284					
38904524	37.806984	-122.286229	37.806984, -122.286229					
40783051			37.84893, -122.27832					
38905885	37.685314	-121.894812	37.66162, -121.8742	37.685314, -121.894812				
38903489	37.879319	-122.265204	37.879319, -122.265204					
38903664			37.77908, -122.22542					
38904500			37.703439, -122.12448					
38906732	37.81018	-122.269073	37.81018, -122.269073	37.538034, -122.03053				
38904429	37.863769	-122.274686	37.863769, -122.274686					
38906290			37.87493, -122.26294					
38904070	37.703439	-122.12448	37.703439, -122.12448					
38903982	37.703439	-122.12448	37.703439, -122.12448					
38905801	37.80294	-122.20632	37.80294, -122.20632					
38903699	37.674815	-122.081533	37.674815, -122.081533					
38903910	37.762734	-122.157057	37.703439, -122.12448	37.762734, -122.157057				
38904274	37.81018	-122.269073	37.81018, -122.269073	37.590567, -122.046064	37.685314, -121.894812			
38905906	37.867417	-122.259661	37.867417, -122.259661					
38904456	37.80294	-122.20632	37.80294, -122.20632					
38903810	37.762734	-122.157057	37.762734, -122.157057					
38904079	37.526811	-121.964908	37.762734, -122.157057	37.526811, -121.964908				
38903380	37.526811	-121.964908	37.526811, -121.964908					
38905928	37.4451	-122.16036	37.409911, -122.1604	37.4451, -122.16036				
38904072	37.685314	-121.894812	37.685314, -121.894812					
38903381	37.685314	-121.894812	37.685314, -121.894812					
38905167	37.703439	-122.12448	37.703439, -122.12448					
38904658			37.54658, -121.97964					
38904185			37.54658, -121.97964					
38903901	37.703439	-122.12448	37.703439, -122.12448					
38904853			37.863769, -122.274686					
38905770	37.778403	-122.216989	37.778403, -122.216989					
38905168	37.703439	-122.12448	37.703439, -122.12448					
38904004	37.863769	-122.274686	37.863769, -122.274686					
38904827	37.633771	-122.061914	37.818366, -122.235131	37.633771, -122.061914				
38905909	37.80294	-122.20632	37.80294, -122.20632					
38905126			37.81018, -122.269073					
38905547	37.674815	-122.081533	37.674815, -122.081533					
38904524	37.806984	-122.286229	37.806984, -122.286229					
38903728	37.81018	-122.269073	37.81018, -122.269073					
38907152			37.55078, -121.98309					
38907202			37.778403, -122.216989					
38904160			37.81138, -122.2613					
38906876			37.83444, -122.28906					
38905609	37.81018	-122.269073	37.81018, -122.269073					
38906569			38.58145, -121.489389					
38905354	37.81018	-122.269073	37.78436, -122.27261	37.81018, -122.269073				
38905285	37.835713	-122.263515	37.835713, -122.263515					
38905272	37.865566	-122.284909	37.865566, -122.284909					
38906965	37.5562	-122.01457	37.5562, -122.01457					
38905883			37.65973, -122.06972					
38904250			37.86408, -122.26788	37.88318, -122.07732				
38903640			37.835713, -122.263515					
38903773	37.80294	-122.20632	37.80294, -122.20632					
67744055			37.80794, -122.32117					
38905607	37.81018	-122.269073	37.81018, -122.269073					
38905101	37.720538	-122.156804	37.720538, -122.156804					
38904821			37.681214, -121.751912					
38903769	37.85737	-122.244855	37.85737, -122.244855					
38903446			37.67802, -121.76988					
38905436	37.633771	-122.061914	37.633771, -122.061914					
38905123	37.778403	-122.216989	37.778403, -122.216989	37.972441, -122.334292				
38904726	37.806984	-122.286229	37.79939, -122.27918	37.806984, -122.286229				
38905122	37.729225	-121.691025	37.70037, -121.73621	37.729225, -121.691025				
38907099	37.674815	-122.081533	37.674815, -122.081533					
38904828	37.674815	-122.081533	37.674815, -122.081533					
38904641	37.806984	-122.286229	37.806984, -122.286229					
38906796			37.633771, -122.061914					
38906589	37.633771	-122.061914	37.633771, -122.061914					
38903924	37.8693	-122.268	37.8693, -122.268					
38907153			37.55078, -121.98309					
